district,transaction type,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,subsidiary building area,balcony area,elevator
大安區,房地(土地+建物),四維路198巷21弄1~30號,19.39,都市：其他:第三種住宅區。,,,1090824,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740522,101.08,3,2,1,有,有,22000000,217649,,0,0,,RPWNMLTJRHPFFFA27EA,68.77,1.56,4.72,有
大安區,房地(土地+建物),敦化南路一段190巷31~60號,36.68,都市：其他:道路用地(公共設施用地)。48/3/13,,,1090805,土地2建物1車位0,三層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,160.31,5,2,2,有,有,38800000,242031,,0,0,,RPWPMLRJRHPFFFA27EA,144.81,0,0,有
大安區,房地(土地+建物),延吉街121~150號,16.62,都市：其他:第四種住宅區。,,,1090817,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.38,3,2,2,有,有,21750000,185296,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPVNMLMJRHPFFFA09EA,96.96,0,9.47,有
北投區,房地(土地+建物)+車位,尊賢街211~240號,44.63,都市：其他:第三種住宅區。,,,1050414,土地1建物1車位2,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090302,259.4,3,1,2,有,有,35421800,174519,坡道平面,77.06,3600000,因登記面積較原契約多，而產生找補費新臺幣271800元其他                    ;預售屋、或土地及建物分次登記案件;,RPROMLOKRHPFFEA98EA,108.4,13.21,9.67,有
北投區,房地(土地+建物)+車位,尊賢街211~240號,42.96,都市：其他:第三種住宅區。,,,1060122,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090302,220.87,3,1,2,有,有,34922000,180553,坡道平面,38.53,2000000,因登記面積較原契約多，而產生找補費新臺幣282000元其他                    ;預售屋、或土地及建物分次登記案件;,RPSOMLOKRHPFFEA09EA,108.39,13.2,9.66,有
北投區,房地(土地+建物)+車位,尊賢街211~240號,44.41,都市：其他:第三種住宅區。,,,1060211,土地1建物1車位2,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090302,258.5,3,1,2,有,有,37575220,185049,坡道平面,77.06,4000000,因登記面積比原契約多，而產生找補費用新臺幣275220元其他                    ;預售屋、或土地及建物分次登記案件;,RPTOMLOKRHPFFEA56EA,109.71,7.05,13.83,有
士林區,房地(土地+建物),承德路四段40巷121~150號,11.67,都市：其他:第三種住宅區。,,,1090825,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,591008,35.6,1,1,1,有,有,4800000,134831,,0,0,,RPPNMLKKRHPFFEA28EA,32.4,1.85,1.35,無
士林區,房地(土地+建物),延平北路五段163巷31~60號,11.53,都市：其他:第三種住宅區。,,,1090822,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710518,39.98,3,2,2,有,無,4000000,100050,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQPMLLKRHPFFEA68EA,36.18,0,3.8,無
士林區,房地(土地+建物),承德路四段331~360號,20.15,都市：其他:第三之二種住宅區。,,,1090817,土地2建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740723,144.52,5,0,5,有,有,19150000,132508,,0,0,陽台外推;,RPPQMLTJRHPFFEA76EA,104.96,0,14.77,有
松山區,房地(土地+建物),三民路95巷31~60號,39,都市：其他:住宅用地(民生社區特定專用區)。,,,1090808,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,601220,83.1,3,2,1,有,無,17100000,205776,,0,0,,RPXPMLRJRHPFFDA17EA,77.38,0,5.72,無
信義區,房地(土地+建物),莊敬路341巷4弄1~30號,10.95,都市：其他:第三種住宅區。,,,1090820,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720815,53.11,2,2,2,有,有,4000000,75301,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPQMLRJRHPFFDA09EA,41.22,4.03,2.88,有
信義區,房地(土地+建物),吳興街524巷31~60號,31.06,都市：其他:第三種住宅區。,,,1090806,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,86.77,3,2,1,有,無,13800000,159041,,0,0,,RPQOMLSJRHPFFDA09EA,80.3,6.47,0,無
松山區,房地(土地+建物),民生東路三段113巷25弄31~60號,25.39,都市：其他:第三種住宅區。,,,1090717,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720527,152.63,4,2,2,有,有,32320000,211754,,0,0,其他增建;,RPTOMLSJRHPFFDA76EA,114.83,0,18.47,有
信義區,房地(土地+建物),崇德街60巷1~30號,11.82,都市：其他:第三種住宅區。,,,1090809,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820724,75.81,2,2,2,有,有,14500000,191268,,0,0,陽台外推;,RPVOMLSJRHPFFDA96EA,45.41,2.31,5.99,有
中山區,房地(土地+建物),松江路362巷31~60號,9.48,都市：其他:第三種住宅區。,,,1090727,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701201,45.38,2,1,1,有,有,8600000,189511,,0,0,陽台外推;,RPSOMLKKRHPFFCA48EA,30.98,0,4.29,有
內湖區,房地(土地+建物),陽光街161巷1~30號,30.44,都市：其他:第二種住宅區。,,,1090731,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,59.12,1,1,1,有,有,12980000,219553,,0,0,,RPOOMLTJRHPFFCA88EA,31.28,0,4.86,有
內湖區,房地(土地+建物)+車位,陽光街161巷1~30號,22.8,都市：其他:第二種住宅區。,,,1090730,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,46.62,1,1,1,有,有,11580000,229653,塔式車位,2.51,1450000,,RPPOMLTJRHPFFCA98EA,23.42,0,3.54,有
內湖區,房地(土地+建物),陽光街161巷1~30號,21.81,都市：其他:第二種住宅區。,,,1090516,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,42.33,1,1,1,有,有,8660000,204583,,0,0,,RPQOMLTJRHPFFCA09EA,23.02,2.88,0,有
內湖區,房地(土地+建物),陽光街161巷1~30號,23.04,都市：其他:第二種住宅區。,,,1090721,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,44.73,1,1,1,有,有,10380000,232059,,0,0,,RPSOMLTJRHPFFCA66EA,27.34,0,0,有
內湖區,房地(土地+建物),陽光街161巷1~30號,22.05,都市：其他:第二種住宅區。,,,1090818,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,42.77,1,1,1,有,有,9660000,225859,,0,0,,RPTOMLTJRHPFFCA76EA,23.26,2.88,0,有
中山區,房地(土地+建物)+車位,新生北路一段47巷1~30號,12.14,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1090726,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970523,71.7,2,2,1,有,有,12240000,191717,升降機械,15.68,1500000,夾層;其他增建;,RPOOMLMKQHPFFCA18EA,27.7,1.93,2.45,有
內湖區,房地(土地+建物)+車位,康寧路三段56巷121~150號,43.78,都市：其他:第三種住宅區。,,,1090728,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971031,277.65,4,2,2,有,有,39000000,135973,坡道平面,27.6,5000000,,RPQNMLMKQHPFFCA28EA,117.31,3.01,11.89,有
中山區,房地(土地+建物),林森北路416巷1~30號,3.62,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090807,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,650909,67.79,2,1,1,有,有,10000000,147514,,0,0,,RPVPMLKKRHPFFCA88EA,46.96,0,6.2,有
內湖區,房地(土地+建物)+車位,金湖路61~90號,15.19,都市：其他:第一種商業區。,,,1090804,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961030,175.87,3,2,2,有,有,40300000,263139,坡道平面,34.12,3000000,,RPOSMLTJRHPFFCA66EA,88.37,3.31,9.76,有
中山區,房地(土地+建物),吉林路241~270號,20.16,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)。,,,1090811,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030616,83.48,2,2,1,有,有,19200000,229995,,0,0,,RPRQMLLKRHPFFCA68EA,47.42,4.87,3.3,有
中山區,房地(土地+建物),林森北路107巷31~60號,6,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區)。,,,1090724,土地1建物1車位0,四層,七層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741023,33.62,1,1,1,有,無,4990000,148424,,0,0,陽台外推;,RPPOMLSKRHPFFCA98EA,23.34,1.19,2.73,無
內湖區,房地(土地+建物),內湖路三段72巷61~90號,17.43,都市：其他:第三種住宅區。,,,1090801,土地1建物1車位0,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830729,80.1,2,2,1,有,有,14150000,176654,,0,0,,RPQPMLQJQHPFFCA78EA,62.14,1.12,7.75,有
大同區,房地(土地+建物)+車位,延平北路二段247巷1~30號,10.61,都市：其他:第三種商業區。,,,1090809,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961212,73.78,2,1,1,有,有,13900000,188398,升降機械,0,0,,RPUOMLTJRHPFFBA76EA,40.81,1.56,0,有
萬華區,房地(土地+建物),萬大路137巷1~30號,5.02,都市：其他:第一種商業區(特)。,,,1090825,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640508,12.47,1,1,1,有,無,2100000,168404,,0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPQPMLKKRHPFFBA28EA,12.47,0,0,無
萬華區,房地(土地+建物),武成街56巷1~30號,24,都市：其他:第三種住宅區。,,,1090730,土地1建物1車位0,全,三層,透天厝,住家用,磚造,,59.4,1,3,2,有,無,9170000,154377,,0,0,頂樓加蓋;其他增建;,RPPPMLLKRHPFFBA28EA,59.4,0,0,無
大同區,房地(土地+建物),環河北路二段241~270號,24.99,都市：其他:第三種住宅區。,,,1090619,土地2建物1車位0,四層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650113,57.43,2,2,2,有,有,6700000,116664,,0,0,頂樓加蓋;,RPTPMLRJQHPFFBA09EA,44.48,0,0,有
文山區,房地(土地+建物),景華街104巷1~30號,27.78,都市：其他:第三種住宅區。,,,1090819,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701228,102.99,2,2,2,有,無,13600000,132052,,0,0,陽台外推;,RPRPMLKKRHPFFAA28EA,79.48,0,12.86,無
文山區,房地(土地+建物),景華街128巷1~30號,33.31,都市：其他:第二種住宅區。,,,1090731,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720902,105.64,3,2,2,有,有,11200000,106020,,0,0,陽台外推;其他增建;,RPSPMLKKRHPFFAA38EA,90.84,0,14.8,無
文山區,房地(土地+建物)+車位,萬利街61~90號,33.65,都市：其他:第參類住宅用地(萬芳社區特定專用區)。,,,1090804,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,951103,155.98,3,2,2,有,有,20500000,144027,升降機械,24.06,1500000,陽台外推;其他增建;,RPQPMLLKRHPFFAA28EA,76.16,8.36,8.06,有
文山區,房地(土地+建物)+車位,汀州路四段241~270號,35.61,都市：其他:第三種住宅區。,,,1090821,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991104,180.18,3,2,2,有,有,26800000,148740,坡道平面,0,0,,RPSPMLLKRHPFFAA48EA,96.26,0,11.11,有
大安區,房地(土地+建物)+車位,市民大道三段181~210號,38.95,都市：其他:第三之二種住宅區。,,,1090522,土地2建物1車位2,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050111,374.35,0,0,0,無,有,120900000,351963,坡道平面,49.6,6600000,含裝潢費10000000元;,RPTOMLTLPHPFFFA96DA,188.9,12.23,23.42,有
士林區,房地(土地+建物)+車位,葫蘆街30巷41弄1~30號,26.57,都市：其他:第三種住宅區。,,,1090806,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841230,96.03,3,1,1,有,有,8500000,88514,坡道機械,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWOMLKKRHPFFEA98DA,54.19,0.93,7.79,有
北投區,房地(土地+建物),中央北路四段18巷1~30號,28.66,都市：其他:第三種住宅區。,,,1090805,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680919,93.03,2,2,2,有,無,9500000,102118,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPXOMLKKRHPFFEA09DA,82.85,0,10.18,無
士林區,房地(土地+建物),中山北路七段43巷1~30號,26,都市：其他:道路用地(公共設施用地)。74/3/30,,,1090726,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670613,88.27,3,2,2,有,無,17180000,194630,,0,0,陽台外推;其他增建;,RPTNMLKKRHPFFEA58DA,77.06,0,11.21,無
北投區,房地(土地+建物),知行路235巷1~30號,18.71,都市：其他:第三種住宅區。,,,1090801,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680627,73.44,3,2,1,有,無,7670000,104439,,0,0,陽台外推;其他增建;,RPVNMLKKRHPFFEA78DA,61.04,0,12.4,無
北投區,房地(土地+建物),泉源路31~60號,9.35,都市：其他:第三種住宅區。,,,1090810,土地1建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780921,60.82,1,0,1,有,有,5520000,90775,,0,0,陽台外推;其他增建;,RPWNMLLKRHPFFEA98DA,33.14,0,6.68,有
士林區,房地(土地+建物),德行東路109巷61~90號,29.1,都市：其他:第三種住宅區。,,,1090812,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670501,97.49,3,2,2,有,無,16400000,168222,,0,0,陽台外推;,RPOQMLTJRHPFFEA56DA,83.93,0,13.56,無
士林區,房地(土地+建物),福港街259巷1~30號,31.16,都市：其他:道路用地(公共設施用地)。68/12/28,,,1090705,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670808,99.43,3,2,1,有,無,12880000,129538,,0,0,陽台外推;其他增建;,RPRQMLTJRHPFFEA86DA,84.94,0,14.5,無
北投區,房地(土地+建物),行義路140巷1~30號,27.72,都市：其他:道路用地(公共設施用地)。64/6/26,,,1090728,土地4建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860603,140.09,3,2,2,有,有,16380000,116925,,0,0,陽台外推;其他增建;,RPSQMLTJRHPFFEA96DA,90.75,0.41,17.47,有
士林區,房地(土地+建物),中山北路七段14巷1~30號,12.35,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1090726,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711116,61.32,1,1,1,有,有,14200000,231572,,0,0,陽台外推;其他增建;,RPUQMLTJRHPFFEA17DA,48.38,0,6.69,有
北投區,房地(土地+建物)+車位,行義路5巷1~30號,40.04,都市：其他:第三種住宅區。,,,1090217,土地1建物1車位2,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980707,300.35,2,2,2,有,有,70500000,234726,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQOMLRJRHPFFEA98DA,140.51,10.16,14.77,有
士林區,房地(土地+建物),延平北路五段285巷31~60號,49.16,都市：其他:道路用地(公共設施用地)。67/5/16,,,1090727,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780828,128.15,0,0,1,有,無,13800000,107686,,0,0,其他增建;,RPQQMLRJRHPFFEA56DA,104.94,0.56,9.88,無
士林區,房地(土地+建物),永平街75巷32弄1~30號,51.25,都市：其他:第三種住宅區。,,,1090814,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660729,105.85,3,2,2,有,無,8650000,81719,,0,0,,RPVNMLOKQHPFFEA09DA,95.93,0,9.92,無
士林區,房地(土地+建物)+車位,文林路541~570號,27.69,都市：其他:第一種商業區。,,,1090717,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,231.87,3,2,2,有,有,45000000,219363,坡道平面,36.76,2200000,,RPUUMLOJQHPFFEA96DA,123.86,7.12,9.42,有
南港區,房地(土地+建物)+車位,三重路41巷31~60號,26.06,都市：其他:住宅區(特)。,,,1090720,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010119,229.2,3,2,2,有,有,42500000,206954,坡道平面,35.92,2500000,其他增建;,RPTOMLTJRHPFFDA76DA,101.61,12.37,16.52,有
松山區,房地(土地+建物),寶清街89巷31~60號,21.26,都市：其他:第三種住宅區。,,,1090730,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701221,107.12,3,2,2,有,有,16282435,152016,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPUQMLTJRHPFFDA07DA,83.41,0,13.56,有
